station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0188A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0188A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0189A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0189A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0189A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0189A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0189A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0189A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0190A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		3	day	flow rate check	
RO0190A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		yes	nephelometry	UNITEC LSPM10	1	month	4	2	roof	0		1	hour	flow rate check	
RO0190A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0190A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0190A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0190A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0190A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0014A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1998-01-01	2005-12-31	2005-12-31	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0014A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1999-01-01	2005-12-31	2006-12-31	100	1999-01-01	2005-12-31	no	gravimetry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	standard mass	
RO0014A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1998-01-01	2005-12-31	2005-12-31	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0014A	11	H2S	Hydrogen sulphide (air)	no	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0014A	25	HCHO	Formaldehyde (air)	no	100	µg/m3	1999-01-01	2006-12-31	2006-12-31	100	1999-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0014A	35	NH3	Ammonia (air)	no	100	µg/m3	1999-01-01	2008-12-31	2008-12-31	100	1999-01-01	2008-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0014A	47	SO4 (H2SO4 aerosols) (SO4--)	Particulate sulphate (aerosol)	no	100	µg/m3	1999-01-01	2006-12-31	2006-12-31	100	1999-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	24	year	2	2	facade of building	0		1	hour	standard solution	
RO0034A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0034A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	gravimetry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	standard mass	
RO0034A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0034A	12	Pb	Lead (aerosol)	yes	100	µg/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0034A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0001A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0001A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2005-01-01	2007-12-31	2007-12-31	100	2005-01-01	2007-12-31	no	gravimetry	UNDEFINED			0	0		0					
RO0001A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0001A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2005-01-01	2007-12-31	2007-12-31	100	2005-01-01	2007-12-31	no	atomic absorption spectrometry	unkown			0	0		0					
RO0001A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2005-01-01	2007-12-31	2007-12-31	100	2005-01-01	2007-12-31	no	atomic absorption spectrometry	UNDEFINED	1		0	0		0			day		
RO0042A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0042A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1989-01-01	2005-12-31	2004-12-31	100	1989-01-01	2005-12-31	no	gravimetry	OWN FABRICATE MONITOR	24	year	4	1	facade of building	0		1	hour	standard mass	
RO0042A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	no	gravimetry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	standard mass	
RO0042A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2006-12-31	2006-12-31	100	1989-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0042A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2005-01-01	2005-12-31	2005-12-31	100	2005-01-01	2005-12-31	yes	chemiluminescence	UNKNOWN			0	0		0					
RO0042A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2002-01-01	2006-12-31	2006-12-31	100	2002-01-01	2006-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0042A	35	NH3	Ammonia (air)	no	100	µg/m3	1989-01-01	2006-12-31	2006-12-31	100	1989-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0042A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2005-01-01	2005-12-31	2005-12-31	100	2005-01-01	2005-12-31	yes	chemiluminescence	UNKNOWN			0	0		0					
RO0040A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0040A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	gravimetry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	standard mass	
RO0040A	12	Pb	Lead (aerosol)	yes	100	µg/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0040A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1999-01-01	2007-12-31	2006-12-31	100	1999-01-01	2007-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0200A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	0	0		0		3	day		
RO0200A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0200A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0200A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0200A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0200A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0201A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0201A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	unknown	
RO0201A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0201A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0201A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0201A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0201A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0201A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0201A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0201A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0202A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	UV fluorescence	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0202A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		3	day	flow rate check	
RO0202A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		yes	nephelometry	UNITEC LSPM10	1	month	4	2	roof	0		1	hour	flow rate check	
RO0202A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0202A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	park	0		1	hour	compressed gases	
RO0202A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0202A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0202A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0202A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0202A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0193A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0193A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0193A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0193A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0193A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01			100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0193A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0193A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0193A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0193A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0194A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-29		2010-12-31	100	2008-01-29		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0194A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0194A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0194A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0194A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0194A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0194A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0194A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0195A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0195A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0195A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0195A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0195A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0195A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0195A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0195A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0195A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0195A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0196A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0196A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0196A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0196A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0196A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0196A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0196A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0197A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0197A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0197A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0197A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0197A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0197A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0197A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0197A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0197A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0199A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0199A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	UNITEC LSPM10	1	month	4	2	roof	0		1	hour	flow rate check	
RO0199A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
